v1,v2,v3,v4,sex,age,land,school,beruf_anlernzeit,beruf_teilfacharbeiterabschluss,beruf_abgeschlossene_lehre,beruf_fachschulabschluss,beruf_meister_techniker,beruf_fachhochschulabschluss,beruf_hochschulabschluss,beruf_andere_ausbildung,beruf_andere_ausbildung_o,beruf_keine,staatsangehÃ¶rigkeit_deutsch,staatsangehÃ¶rigkeit_eu,staatsangehÃ¶rigkeit_nicht_eu,geburtsort,v1_nachbar,v1_heirat,v1_arbeit,v1_essen,v1_freund,v1_kinder,v2_nachbar,v2_heirat,v2_arbeit,v2_essen,v2_freund,v2_kinder,v3_nachbar,v3_heirat,v3_arbeit,v3_essen,v3_freund,v3_kinder,v4_nachbar,v4_heirat,v4_arbeit,v4_essen,v4_freund,v4_kinder,eigene_finanzen,eigene_gesundheit,andere_gesundheit,wirtschaftliche_lage,em_schule,em_kontakt,em_freizeit,em_reisen,em_profisport,em_bars,em_mp_freien,em_mp_person,em_keine,einhaltung_maÃŸnahmen,infektion,impfung,impfbereitschaft,politik,sex_v1,ethnicity_v1,age_v1,occupation_v1,essential_v1,infection_v1,sex_v2,ethnicity_v2,age_v2,occupation_v2,essential_v2,infection_v2,sex_v3,ethnicity_v3,age_v3,occupation_v3,essential_v3,infection_v3,sex_v4,ethnicity_v4,age_v4,occupation_v4,essential_v4,infection_v4
Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,"Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,1,41,10,4,0,0,0,1,0,0,0,0,-99,0,1,0,0,2,2,2,3,2,2,4,2,2,2,2,2,3,1,2,2,2,2,4,2,2,2,2,2,4,2,1,2,3,0,0,0,1,0,0,0,1,0,3,1,2,-77,6,0,1,64,2,0,3,0,3,64,3,1,3,1,1,22,1,0,1,1,3,22,2,0,3
Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,1,68,8,4,0,0,0,0,0,1,0,0,-99,0,1,0,0,2,1,4,1,2,1,2,1,4,1,2,3,4,1,4,3,3,3,2,1,4,1,1,1,2,2,2,2,3,0,1,1,1,0,0,1,1,0,4,2,2,-77,5,0,1,43,2,0,3,1,2,64,1,0,1,0,2,43,3,1,3,0,3,64,1,0,3
Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,"Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Maximilian ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,2,53,10,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,1,1,2,1,1,2,2,2,2,1,2,2,3,2,4,3,4,4,1,1,1,1,1,1,1,4,2,1,1,0,1,1,1,1,0,1,0,4,2,3,4,6,0,2,43,3,1,3,0,1,43,2,0,2,1,2,43,3,1,1,0,2,22,1,0,3
Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,1,20,15,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,1,1,3,2,2,3,1,1,4,3,4,4,1,1,3,2,3,3,1,1,3,2,2,3,2,3,3,4,1,1,0,1,1,1,1,1,0,3,1,3,4,3,0,3,64,2,0,3,1,3,22,3,1,1,1,1,22,3,1,2,0,3,43,2,0,3
Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office.,"Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,2,19,10,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,4,4,3,1,4,3,0,0,0,1,1,1,1,1,0,4,2,3,4,6,1,2,22,2,0,3,1,1,43,3,1,3,0,2,43,3,1,2,0,3,22,1,0,3
"Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.","Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Maximilian fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Maximilian ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",2,30,2,6,0,0,0,1,0,1,0,0,-99,0,1,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,0,0,0,0,1,0,4,1,1,-77,11,0,3,43,1,0,1,0,1,43,1,0,1,0,1,22,2,0,1,0,1,64,1,0,2
Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.",Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,1,59,10,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,2,2,2,2,2,2,2,3,4,2,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,0,4,2,3,4,6,0,2,43,1,0,3,0,3,22,1,0,1,1,2,43,1,0,3,1,1,64,1,0,3
"Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Nina Müller ist 22 Jahre alt.. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Maximilian ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.,1,61,10,6,0,0,0,1,0,0,0,0,-99,0,1,0,0,2,4,1,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,2,1,3,3,3,3,2,4,4,3,1,1,1,1,1,1,1,1,0,4,1,3,4,2,0,3,43,1,0,2,0,3,64,2,0,3,1,1,22,2,0,3,0,1,22,3,1,3
Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",1,25,4,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,1,2,1,1,2,2,3,2,4,2,4,4,1,1,2,1,2,2,1,1,2,1,2,4,3,3,4,3,1,1,1,1,1,1,1,1,0,3,2,3,2,6,0,3,64,1,0,3,0,1,22,3,1,1,0,3,22,1,0,2,1,3,22,1,0,2
Li-Ming Yang ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office.,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,1,19,10,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,1,1,2,1,2,1,1,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,1,0,0,0,1,1,0,1,0,3,2,3,3,5,1,3,64,3,1,3,1,2,43,2,0,1,1,2,43,1,0,2,0,1,43,2,0,3
"Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.",Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,1,58,15,6,0,0,0,0,0,0,1,0,-99,0,1,0,0,2,1,1,2,1,2,3,2,1,3,2,2,3,1,1,3,3,4,4,1,1,2,2,2,2,2,2,3,2,0,0,0,0,0,1,0,0,0,3,2,3,2,5,1,1,22,3,1,2,1,3,22,1,0,3,0,3,64,3,1,1,1,2,64,2,0,3
Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office.,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.",1,20,2,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,1,1,1,2,2,1,3,3,3,4,3,4,4,2,2,3,3,3,4,2,2,4,3,3,4,3,2,4,3,0,1,0,1,1,1,1,1,0,3,2,1,-77,6,1,3,43,3,1,3,1,2,43,2,0,1,0,1,43,2,0,1,1,1,22,2,0,1
"Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.",Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,"Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma.. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.",1,19,10,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,1,3,4,3,4,4,4,3,4,4,4,4,4,1,1,2,1,1,2,3,4,4,4,4,4,2,3,4,3,1,1,1,1,1,1,1,1,0,4,2,1,-77,6,1,3,43,2,0,1,0,1,22,1,0,1,0,3,64,3,1,3,0,2,43,3,1,1
Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Ming Yang ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,2,36,10,4,0,1,0,0,0,0,0,0,-99,0,0,1,0,1,3,2,1,3,4,2,3,3,3,3,3,2,2,2,2,2,1,1,3,2,4,1,1,3,3,1,3,1,0,0,0,0,0,0,1,0,0,3,2,3,2,5,1,1,43,1,0,3,1,2,43,3,1,2,1,3,64,3,1,1,1,1,43,2,0,3
"Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.","Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,"Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",2,34,14,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,0,0,0,0,0,0,0,0,1,3,2,3,1,8,0,2,22,1,0,1,1,2,43,2,0,1,1,1,43,2,0,3,0,3,22,1,0,2
"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.",2,20,16,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,3,1,4,2,4,1,1,2,1,4,3,4,3,4,4,2,3,1,1,3,2,4,3,4,4,2,3,3,0,0,0,0,0,0,1,0,0,3,1,3,4,1,1,2,43,1,0,2,0,3,22,1,0,3,1,2,64,1,0,2,1,1,43,2,0,1
"Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Ming Yang ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.",Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,2,30,1,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,3,2,0,0,0,0,0,0,0,0,1,2,2,3,2,9,0,3,64,3,1,2,1,3,64,1,0,1,0,1,22,2,0,1,1,1,43,1,0,3
"Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.","Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,1,47,13,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,3,2,4,3,4,4,2,2,4,3,4,4,1,1,4,2,3,4,1,2,1,1,1,3,3,4,4,4,0,0,1,1,1,1,0,1,0,4,2,3,3,6,0,1,22,1,0,1,0,3,43,1,0,1,1,2,43,1,0,2,0,2,43,2,0,3
"Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",1,49,4,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,0,1,0,1,1,0,0,0,4,2,3,3,3,1,1,22,1,0,1,1,1,64,3,1,2,1,2,64,3,1,2,0,2,43,1,0,2
"Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Maximilian fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Maximilian ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,1,20,6,6,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,0,1,0,1,1,1,0,1,0,3,2,3,4,4,0,1,64,2,0,2,0,2,64,3,1,3,1,2,43,1,0,2,1,3,22,2,0,3
Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office.,Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office.,Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office.,"Li-Ming Yang ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.",2,53,11,5,0,0,1,0,1,0,0,0,-99,0,1,0,0,2,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,4,3,4,3,2,4,3,0,1,1,1,1,1,1,1,0,4,2,1,-77,6,1,1,22,3,1,3,1,2,64,3,1,3,0,3,64,3,1,3,1,3,64,2,0,1
"Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Nina ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Ming Yang ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Li-Ming fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",1,74,9,4,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,2,2,3,2,4,3,3,3,4,3,4,4,3,2,4,3,3,4,4,4,4,4,4,4,1,3,3,3,0,0,0,0,1,1,1,1,0,4,2,1,-77,6,1,1,64,1,0,2,1,3,64,3,1,1,1,2,64,1,0,2,1,2,22,1,0,1
Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.",2,36,11,6,0,0,0,0,0,0,1,0,-99,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,1,1,3,3,3,4,2,2,3,3,1,1,1,1,1,1,1,1,0,4,2,3,4,6,0,3,43,1,0,3,1,2,22,1,0,2,1,1,64,2,0,1,1,2,43,3,1,1
